"sample_id","celltype_id","n_cells","n_PLA","n_platelet_free","freq_PLA","ci_lower","ci_upper","ci_width","enough_negative_control"
"GSM8571076_Res-S41","B cells",474,16,458,0.0337552742616034,0.0208826043354438,0.054124405121522,0.0332418007860782,TRUE
"GSM8571066_Res-S118","B cells",261,8,253,0.0306513409961686,0.0156117308236292,0.0593065199255007,0.0436947891018715,TRUE
"GSM8571062_IC19","B cells",790,24,766,0.030379746835443,0.0204987505174631,0.0448057989548058,0.0243070484373427,TRUE
"GSM8571077_Res-S70","B cells",139,4,135,0.0287769784172662,0.0112465083628489,0.0716528047529494,0.0604062963901005,TRUE
"GSM8571069_Res-S164","B cells",314,9,305,0.0286624203821656,0.0151512651888241,0.0535668274782993,0.0384155622894752,TRUE
"GSM8571057_HC05","B cells",729,20,709,0.0274348422496571,0.0178288964043159,0.0419950372623803,0.0241661408580644,TRUE
"GSM8571047_Abd-S51","B cells",864,23,841,0.0266203703703704,0.0178030321114325,0.0396284933291975,0.021825461217765,TRUE
"GSM8571052_Abd-S80","B cells",458,12,446,0.0262008733624454,0.0150503421928217,0.0452332427668025,0.0301829005739808,TRUE
"GSM8571058_HC13","B cells",635,16,619,0.0251968503937008,0.0155680669359501,0.0405357727973974,0.0249677058614473,TRUE
"GSM8571054_Abd-S9","B cells",720,17,703,0.0236111111111111,0.014793029052499,0.0374856272189263,0.0226925981664272,TRUE
"GSM8571065_Res-S100","B cells",473,11,462,0.0232558139534884,0.0130343478370003,0.0411586304426238,0.0281242826056235,TRUE
"GSM8571075_Res-S40","B cells",534,12,522,0.0224719101123595,0.0129007375514685,0.0388644403910075,0.025963702839539,TRUE
"GSM8571078_Uri-S134","B cells",230,5,225,0.0217391304347826,0.0093205574779348,0.0498710798412094,0.0405505223632746,TRUE
"GSM8571049_Abd-S66","B cells",646,12,634,0.0185758513931889,0.010657525798756,0.0321859376995866,0.0215284119008306,TRUE
"GSM8571063_IC23","B cells",1139,20,1119,0.0175592625109745,0.0113952948786274,0.0269665080489059,0.0155712131702785,TRUE
"GSM8571046_Abd-S49","B cells",602,10,592,0.0166112956810631,0.00904749050156945,0.0303051461884037,0.0212576556868343,TRUE
"GSM8571061_IC10","B cells",990,16,974,0.0161616161616162,0.00997220006526455,0.0260913576607575,0.016119157595493,TRUE
