"celltype_clean","celltype.l3","TP","FP","FN","TN","Mean_Z","n","Accuracy","Balanced_Accuracy","Dataset","Method","Mode","Filter_Mode","GT_Source"
"Naive-B-cells","NK Proliferating",0,0,0,1,-0.926490631984067,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","NK_1",0,0,0,17,-0.875637713994151,18,0.944444444444444,0.499999970588237,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","NK_2",0,0,0,2,-0.995626018979422,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","NK_3",0,0,0,2,-0.729731320595288,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","NK_4",0,1,0,1,-0.395254318311763,2,0.5,0.249999875000062,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","Plasma",0,0,0,3,-0.848137193389332,3,1,0.499999833333389,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","Plasmablast",0,0,0,2,-0.811587618797788,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","Platelet",0,1,0,4,1.29651625561936,5,0.8,0.399999920000016,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","cDC2_2",0,1,0,0,1.43517418777724,1,0,0,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Naive-B-cells","gdT_4",0,0,0,1,-1.08660818826531,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","CD14 Mono",113,54,28,18,0.234811193360041,213,0.615023474178404,0.525709215280136,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","Doublet",2,0,0,0,0.472809600801908,2,1,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","HSPC",0,0,0,1,-0.856525620344768,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","NK_1",0,0,0,1,-0.943912749506897,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","NK_2",0,0,0,2,-1.33346761009672,3,0.666666666666667,0.499999750000125,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","NK_3",0,0,0,1,-0.832189964122404,1,1,0.4999995000005,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Neutrophils","Platelet",2,0,2,0,1.02893465379254,5,0.4,0.249999937500016,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
"Non-classical-Monocytes","CD14 Mono",2,2,2,0,0.817057737780777,6,0.333333333333333,0.249999937500016,"vaccine","AUCell","gmm_dist_dual","raw","biologist"
