"CCI","ER_CELLTYPES","LRI","NCELLS_EMITTER_platelet-free","NCELLS_EMITTER_PLA","NCELLS_RECEIVER_platelet-free","NCELLS_RECEIVER_PLA","CCI_SCORE_platelet-free","CCI_SCORE_PLA","P_VALUE_platelet-free","BH_P_VALUE_platelet-free","P_VALUE_PLA","BH_P_VALUE_PLA","LOGFC","P_VALUE_DE","BH_P_VALUE_DE","IS_CCI_DETECTED_platelet-free","IS_CCI_DETECTED_PLA","REGULATION","neg_log10_padj"
"Monocytes_DCs_S100A8:ITGB2","Monocytes_DCs","S100A8:ITGB2",3479,20992,3440,2298,54.4472829320783,68.7226984797995,0,0,0,0,0.232846596758727,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_S100A8:TLR4","Monocytes_DCs","S100A8:TLR4",3479,20992,3440,2298,13.331567841961,16.7229178634777,0,0,0,0,0.226645360971086,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_S100A9:ALCAM","Monocytes_DCs","S100A9:ALCAM",3479,20992,3440,2298,5.82720645826865,6.89943774961226,0,0,0,0,0.168902203872044,0.006,0.00831505483549352,FALSE,TRUE,"FLAT",2.08013488238268
"Monocytes_DCs_S100A9:CD36","Monocytes_DCs","S100A9:CD36",3479,20992,3440,2298,24.1059225351349,28.5236440081247,0,0,0,0,0.168275799003745,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_S100A9:CD68","Monocytes_DCs","S100A9:CD68",3479,20992,3440,2298,21.5143528757167,28.5586325438052,0,0,0,0,0.283238968187362,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_S100A9:ITGB2","Monocytes_DCs","S100A9:ITGB2",3479,20992,3440,2298,53.3924507336392,63.8861349762952,0,0,0,0,0.179432993870284,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_S100A9:TLR4","Monocytes_DCs","S100A9:TLR4",3479,20992,3440,2298,13.0732892602195,15.5459929754894,0,0,0,0,0.173231758082644,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_SELPLG:ITGAM","Monocytes_DCs","SELPLG:ITGAM",3479,20992,3440,2298,1.93350503166024,1.68799439761928,0,0,1,1,-0.135793357198037,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_DCs_SELPLG:ITGB2","Monocytes_DCs","SELPLG:ITGB2",3479,20992,3440,2298,5.366327869363,4.99799848716976,0,0,1,1,-0.0711063216715755,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_DCs_SEMA4A:LILRB2","Monocytes_DCs","SEMA4A:LILRB2",3479,20992,3440,2298,1.33009424382352,1.47494868946462,0,0,0,0,0.103373402642164,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_SEMA4A:PLXNB2","Monocytes_DCs","SEMA4A:PLXNB2",3479,20992,3440,2298,0.754450011975402,0.847859697850835,0,0,0,0,0.116726148623152,0.001,0.00147183396865735,TRUE,TRUE,"FLAT",2.83214117815259
"Monocytes_DCs_SERPINA1:LRP1","Monocytes_DCs","SERPINA1:LRP1",3479,20992,3440,2298,6.72727599465745,6.03416450790882,0,0,0,0,-0.108732902241095,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_SIGLEC10:CD52","Monocytes_DCs","SIGLEC10:CD52",3479,20992,3440,2298,2.29120834292216,2.06388128595294,0,0,0,0,-0.104491009597402,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_SIRPA:CD47","Monocytes_DCs","SIRPA:CD47",3479,20992,3440,2298,0.878264519983303,0.935071142876453,0,0,0,0,0.0626747911638708,0.023,0.0302173913043478,TRUE,TRUE,"FLAT",1.51974303142748
"Monocytes_DCs_SYK:FCGR2A","Monocytes_DCs","SYK:FCGR2A",3479,20992,3440,2298,1.71724077955797,1.8936160063098,0,0,0,0,0.0977694272375556,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_TGFB1:ENG","Monocytes_DCs","TGFB1:ENG",3479,20992,3440,2298,0.818302654288998,1.01603964189634,0,0,0,0,0.216435383801228,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_THBS1:CD36","Monocytes_DCs","THBS1:CD36",3479,20992,3440,2298,1.05154413898554,1.28923035524095,0,0,0,0,0.203785724037215,0,0,FALSE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_THBS1:CD47","Monocytes_DCs","THBS1:CD47",3479,20992,3440,2298,0.588751667441964,0.741748302326442,0.001,0.00166666666666667,0,0,0.231005492927613,0,0,FALSE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_THBS1:ITGA4","Monocytes_DCs","THBS1:ITGA4",3479,20992,3440,2298,0.835952153699403,1.1978789796512,0,0,0,0,0.35973637588769,0,0,FALSE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_THBS1:LRP1","Monocytes_DCs","THBS1:LRP1",3479,20992,3440,2298,1.14300808887878,1.41337345330748,0,0,0,0,0.212315905275067,0,0,FALSE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_THBS1:PTPRJ","Monocytes_DCs","THBS1:PTPRJ",3479,20992,3440,2298,0.596392014583851,0.774281310438889,0,0,0,0,0.261037064299301,0,0,FALSE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_TIMP1:CD63","Monocytes_DCs","TIMP1:CD63",3479,20992,3440,2298,6.25201102767816,5.11081083471678,0,0,0,0,-0.201545108724027,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_TIMP2:CD44","Monocytes_DCs","TIMP2:CD44",3479,20992,3440,2298,3.28349764533979,3.27248887304303,0,0,0,0,-0.00335839087314444,0.837,0.857733706871129,TRUE,TRUE,"FLAT",0.0666475228586937
"Monocytes_DCs_TIMP2:ITGB1","Monocytes_DCs","TIMP2:ITGB1",3479,20992,3440,2298,2.10396167371736,2.09880872256965,0,0,0,0,-0.00245216999452629,0.909,0.923213502849627,TRUE,TRUE,"FLAT",0.0346978521842297
"Monocytes_DCs_TNFSF10:RIPK1","Monocytes_DCs","TNFSF10:RIPK1",3479,20992,3440,2298,0.835211299310416,0.727096046265811,0,0,0,0,-0.138626163939426,0.001,0.00147183396865735,TRUE,TRUE,"FLAT",2.83214117815259
"Monocytes_DCs_TNFSF10:TNFRSF10B","Monocytes_DCs","TNFSF10:TNFRSF10B",3479,20992,3440,2298,0.857218743920789,0.79108222729584,0,0,0,0,-0.0802912138475501,0.047,0.0596403140405331,TRUE,TRUE,"FLAT",1.22446007840295
"Monocytes_DCs_TNFSF12:CD163","Monocytes_DCs","TNFSF12:CD163",3479,20992,3440,2298,0.80731024018506,0.797194715799411,0,0,0,0,-0.0126090709395586,0.71,0.742588412340105,TRUE,TRUE,"FLAT",0.129251831969562
"Monocytes_DCs_TNFSF13:TNFRSF14","Monocytes_DCs","TNFSF13:TNFRSF14",3479,20992,3440,2298,1.32859904232545,1.26473804505834,0,0,0,0,-0.0492600137035377,0.021,0.0276630022744503,TRUE,TRUE,"FLAT",1.55810068755029
"Monocytes_DCs_TNFSF13:TNFRSF1A","Monocytes_DCs","TNFSF13:TNFRSF1A",3479,20992,3440,2298,1.43487518454537,1.24136811326904,0,0,0,0,-0.144863777455412,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_TNFSF13B:HLA-DPB1","Monocytes_DCs","TNFSF13B:HLA-DPB1",3479,20992,3440,2298,3.75935583937365,5.14795897823055,0,0,0,0,0.314352697805992,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_TYROBP:TREM1","Monocytes_DCs","TYROBP:TREM1",3479,20992,3440,2298,4.67017662517303,4.32700056739483,0,0,0,0,-0.0763222998301376,0.014,0.0187874106970458,TRUE,TRUE,"FLAT",1.72613307074954
"Monocytes_DCs_VCAN:CD44","Monocytes_DCs","VCAN:CD44",3479,20992,3440,2298,6.93718891919842,7.95098130362039,0,0,0,0,0.136398717875214,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_VCAN:ITGA4","Monocytes_DCs","VCAN:ITGA4",3479,20992,3440,2298,4.53236351114379,5.96007160758959,0,0,0,0,0.273838945879345,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_VCAN:ITGB1","Monocytes_DCs","VCAN:ITGB1",3479,20992,3440,2298,4.4451317423801,5.09935696053541,0,0,0,0,0.137304938753833,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_VCAN:SELL","Monocytes_DCs","VCAN:SELL",3479,20992,3440,2298,5.40139462439002,5.38061629135511,0,0,0,0,-0.00385426409224124,0.855,0.873860294117647,TRUE,TRUE,"FLAT",0.0585579933879498
"Monocytes_DCs_VCAN:TLR1","Monocytes_DCs","VCAN:TLR1",3479,20992,3440,2298,1.97616102938277,2.45109756750292,0,0,0,0,0.215379822368472,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_VCAN:TLR2","Monocytes_DCs","VCAN:TLR2",3479,20992,3440,2298,3.39050920847346,3.90514581776392,0,0,0,0,0.141315004789921,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_DCs_YBX1:NOTCH1","Monocytes_DCs","YBX1:NOTCH1",3479,20992,3440,2298,1.69749456371564,1.44465720938799,0,0,0.009,0.016796455424275,-0.161281309836679,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_ADAM10:CD44","Monocytes_Monocytes","ADAM10:CD44",3479,20992,3479,20992,2.34950413107439,2.27324043755638,0,0,0,0,-0.032997978729943,0.034,0.0438241839762611,TRUE,TRUE,"FLAT",1.35828616189489
"Monocytes_Monocytes_ADAM10:IL6R","Monocytes_Monocytes","ADAM10:IL6R",3479,20992,3479,20992,1.0510910750656,1.03039245059029,0,0,0,0,-0.0198889941065492,0.35,0.389075495841331,TRUE,TRUE,"FLAT",0.40996612040676
"Monocytes_Monocytes_ADAM10:NOTCH1","Monocytes_Monocytes","ADAM10:NOTCH1",3479,20992,3479,20992,0.725499705401198,0.700021918829133,0,0,0,0,-0.0357490190948062,0.191,0.222167364016736,TRUE,FALSE,"FLAT",0.653319737782334
"Monocytes_Monocytes_ADAM10:NOTCH2","Monocytes_Monocytes","ADAM10:NOTCH2",3479,20992,3479,20992,1.37236159578762,1.27124171830828,0,0,0,0,-0.0765388946062426,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_ADAM10:TSPAN14","Monocytes_Monocytes","ADAM10:TSPAN14",3479,20992,3479,20992,1.25972693359117,1.08027005132537,0,0,0,0,-0.15368392070131,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_ADAM15:ITGB1","Monocytes_Monocytes","ADAM15:ITGB1",3479,20992,3479,20992,0.903320920113852,0.892210629185576,0,0,0.028,0.0509690937663698,-0.0123756474604911,0.636,0.673708276177412,TRUE,FALSE,"FLAT",0.171528117518772
"Monocytes_Monocytes_ADAM17:IL6R","Monocytes_Monocytes","ADAM17:IL6R",3479,20992,3479,20992,0.736893604613784,0.73664248230436,0,0,0,0,-0.000340843110779402,0.989,0.989997119400835,TRUE,TRUE,"FLAT",0.00436606906926003
"Monocytes_Monocytes_ADAM17:ITGB1","Monocytes_Monocytes","ADAM17:ITGB1",3479,20992,3479,20992,0.940764168345692,0.95401075323371,0,0,0.028,0.0509690937663698,0.0139824530664008,0.559,0.59954475308642,TRUE,FALSE,"FLAT",0.222178393394056
"Monocytes_Monocytes_AGTRAP:RACK1","Monocytes_Monocytes","AGTRAP:RACK1",3479,20992,3479,20992,7.14947599338223,7.81488293637525,0,0,0,0,0.0889909180292762,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_ANXA1:DYSF","Monocytes_Monocytes","ANXA1:DYSF",3479,20992,3479,20992,2.35840079490995,3.03202416299658,0,0,0,0,0.251246677006833,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_ANXA1:FPR1","Monocytes_Monocytes","ANXA1:FPR1",3479,20992,3479,20992,5.42522920076424,5.86536499694941,0,0,0,0,0.0780045657151337,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_ANXA1:FPR2","Monocytes_Monocytes","ANXA1:FPR2",3479,20992,3479,20992,1.86925376743146,1.92679660287786,0,0,0,0,0.030319536308773,0.175,0.204928390901432,TRUE,TRUE,"FLAT",0.688397870014202
"Monocytes_Monocytes_ANXA2:TLR2","Monocytes_Monocytes","ANXA2:TLR2",3479,20992,3479,20992,3.09606597732823,2.96178256157264,0,0,0,0,-0.0443409621832047,0.003,0.00426642111724985,TRUE,TRUE,"FLAT",2.3699362797184
"Monocytes_Monocytes_APP:APLP2","Monocytes_Monocytes","APP:APLP2",3479,20992,3479,20992,1.83811595300625,2.02321315267094,0,0,0,0,0.0959458088231308,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_APP:CD74","Monocytes_Monocytes","APP:CD74",3479,20992,3479,20992,5.36740365182848,4.83367691600939,0,0,0,0,-0.104736856018733,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_APP:LRP1","Monocytes_Monocytes","APP:LRP1",3479,20992,3479,20992,1.52284942365737,1.65549476181859,0,0,0,0,0.0835167131151527,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_APP:NOTCH2","Monocytes_Monocytes","APP:NOTCH2",3479,20992,3479,20992,1.00207059689584,1.02165413793775,0,0,0,0,0.0193545614502998,0.461,0.501557608015028,TRUE,TRUE,"FLAT",0.299679177486683
"Monocytes_Monocytes_APP:SORL1","Monocytes_Monocytes","APP:SORL1",3479,20992,3479,20992,0.910757278268999,1.03703935604435,0,0,0,0,0.129848731968005,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_ARF1:INSR","Monocytes_Monocytes","ARF1:INSR",3479,20992,3479,20992,0.739564726582483,0.783090486200347,0,0,0,0,0.0571864469726684,0.103,0.124995634712764,TRUE,TRUE,"FLAT",0.903105153818043
"Monocytes_Monocytes_B2M:LILRB1","Monocytes_Monocytes","B2M:LILRB1",3479,20992,3479,20992,14.9115952176405,10.7451031373186,0,0,1,1,-0.327688984152978,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_Monocytes_B2M:LILRB2","Monocytes_Monocytes","B2M:LILRB2",3479,20992,3479,20992,20.0908163664747,14.82160317692,0,0,1,1,-0.304177022867821,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_Monocytes_BST2:LILRB3","Monocytes_Monocytes","BST2:LILRB3",3479,20992,3479,20992,2.16144284925514,1.95236294909154,0,0,0,0,-0.101735576717801,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_C1QA:CD33","Monocytes_Monocytes","C1QA:CD33",3479,20992,3479,20992,1.48772573849546,0.884114917509201,0,0,0,0,-0.520416831506503,0,0,TRUE,FALSE,"DOWN",307.652655568589
"Monocytes_Monocytes_C1QA:CD93","Monocytes_Monocytes","C1QA:CD93",3479,20992,3479,20992,1.67347030009406,1.07889093709229,0,0,0,0,-0.438965890928664,0,0,TRUE,FALSE,"DOWN",307.652655568589
"Monocytes_Monocytes_C1QA:CR1","Monocytes_Monocytes","C1QA:CR1",3479,20992,3479,20992,1.15446575955466,0.763014713118813,0,0,0,0,-0.414115655761142,0,0,TRUE,FALSE,"DOWN",307.652655568589
"Monocytes_Monocytes_CALR:LRP1","Monocytes_Monocytes","CALR:LRP1",3479,20992,3479,20992,2.44116127583947,2.32704921454189,0,0,0.26,0.439445525291829,-0.0478728253577329,0.004,0.00562753036437247,TRUE,FALSE,"FLAT",2.24968215300557
"Monocytes_Monocytes_CD14:ITGA4","Monocytes_Monocytes","CD14:ITGA4",3479,20992,3479,20992,4.21382269428092,3.49763614127649,0,0,0,0,-0.186282886989432,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD14:ITGB1","Monocytes_Monocytes","CD14:ITGB1",3479,20992,3479,20992,3.63552687885235,3.66036253561964,0,0,0,0,0.00680814943481238,0.683,0.717263523723179,TRUE,TRUE,"FLAT",0.144321254552188
"Monocytes_Monocytes_CD14:ITGB2","Monocytes_Monocytes","CD14:ITGB2",3479,20992,3479,20992,11.8283500998475,11.3153348700574,0,0,0,0,-0.0443403269150713,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD14:RIPK1","Monocytes_Monocytes","CD14:RIPK1",3479,20992,3479,20992,1.53144592401427,1.44047310497867,0,0,0,0,-0.0612407327497613,0.06,0.0753251445086705,TRUE,TRUE,"FLAT",1.12306002647494
"Monocytes_Monocytes_CD14:TLR1","Monocytes_Monocytes","CD14:TLR1",3479,20992,3479,20992,2.06373023383422,1.75369455804923,0,0,0,0,-0.162790399852489,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD14:TLR4","Monocytes_Monocytes","CD14:TLR4",3479,20992,3479,20992,2.93581506132849,2.94848011258569,0,0,0,0,0.00430470275209166,0.813,0.836593129997039,TRUE,TRUE,"FLAT",0.0774857061152108
"Monocytes_Monocytes_CD14:TLR6","Monocytes_Monocytes","CD14:TLR6",3479,20992,3479,20992,1.54076514833714,1.50834506113014,0,0,0,0,-0.0212660788177813,0.532,0.572973810630715,TRUE,TRUE,"FLAT",0.241865228221963
"Monocytes_Monocytes_CD1D:LILRB2","Monocytes_Monocytes","CD1D:LILRB2",3479,20992,3479,20992,1.89044882998671,1.62778413032173,0,0,0,0,-0.149594616356023,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD1D:LILRB3","Monocytes_Monocytes","CD1D:LILRB3",3479,20992,3479,20992,1.08632542278074,1.08743224706038,0,0,0,0,0.00101835120873382,0.97,0.974064441554689,TRUE,TRUE,"FLAT",0.0114123103843972
"Monocytes_Monocytes_CD36:TLR4","Monocytes_Monocytes","CD36:TLR4",3479,20992,3479,20992,1.55864399365188,1.71103027526714,0,0,0,0,0.0932794808212004,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD36:TLR6","Monocytes_Monocytes","CD36:TLR6",3479,20992,3479,20992,0.818002596865597,0.875306587325108,0,0,0,0,0.0677086992513277,0.06,0.0753251445086705,TRUE,TRUE,"FLAT",1.12306002647494
"Monocytes_Monocytes_CD47:SIRPB1_TYROBP","Monocytes_Monocytes","CD47:SIRPB1_TYROBP",3479,20992,3479,20992,0.824325686549806,0.680643656672316,0,0,1,1,-0.191526798085393,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD55:ADGRE2","Monocytes_Monocytes","CD55:ADGRE2",3479,20992,3479,20992,1.42778918123665,1.13232950387418,0,0,0,0,-0.231850202245445,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD55:ADGRE5","Monocytes_Monocytes","CD55:ADGRE5",3479,20992,3479,20992,2.36810999199326,1.94443110980331,0,0,0,0,-0.197122719510206,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_CD55:CR1","Monocytes_Monocytes","CD55:CR1",3479,20992,3479,20992,1.0809179934543,1.1268439590323,0,0,0,0,0.0416100944998342,0.095,0.115914676966292,TRUE,TRUE,"FLAT",0.935861570749838
"Monocytes_Monocytes_CD99:PILRA","Monocytes_Monocytes","CD99:PILRA",3479,20992,3479,20992,3.0980029884552,3.16583584263295,0,0,0,0,0.0216594033958447,0.136,0.161738535249829,TRUE,TRUE,"FLAT",0.791186494301928
"Monocytes_Monocytes_CIRBP:TREM1","Monocytes_Monocytes","CIRBP:TREM1",3479,20992,3479,20992,1.15362780881591,1.01323885342813,0,0,0,0,-0.129759607719779,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_COPA:CD74","Monocytes_Monocytes","COPA:CD74",3479,20992,3479,20992,5.97163559236844,4.99815960952067,0,0,0,0,-0.177951091872039,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_F13A1:ITGA4","Monocytes_Monocytes","F13A1:ITGA4",3479,20992,3479,20992,1.00962710357453,1.34409318201482,0,0,0,0,0.286138513255082,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_F13A1:ITGB1","Monocytes_Monocytes","F13A1:ITGB1",3479,20992,3479,20992,0.871068086857277,1.40662668416769,0.137,0.221688009313155,0,0,0.479229549679326,0,0,FALSE,TRUE,"UP",307.652655568589
"Monocytes_Monocytes_GRN:SORT1","Monocytes_Monocytes","GRN:SORT1",3479,20992,3479,20992,2.2301314540089,2.16331397305925,0,0,0,0,-0.03041923899211,0.159,0.18736012207528,TRUE,TRUE,"FLAT",0.727322839305214
"Monocytes_Monocytes_GRN:TNFRSF1A","Monocytes_Monocytes","GRN:TNFRSF1A",3479,20992,3479,20992,3.93573815388157,3.67542830894734,0,0,0,0,-0.0684287785062307,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_GRN:TNFRSF1B","Monocytes_Monocytes","GRN:TNFRSF1B",3479,20992,3479,20992,7.04149770473485,5.82535915659374,0,0,0,0,-0.18960023435805,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-A:APLP2","Monocytes_Monocytes","HLA-A:APLP2",3479,20992,3479,20992,9.65415625910296,9.05518235170277,0,0,0,0,-0.0640512936853361,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-A:LILRA1","Monocytes_Monocytes","HLA-A:LILRA1",3479,20992,3479,20992,5.29311853962955,4.21484839687476,0,0,0,0,-0.227793964891715,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-A:LILRB1","Monocytes_Monocytes","HLA-A:LILRB1",3479,20992,3479,20992,7.47057513363047,5.47630719995956,0,0,0.985,1,-0.310540983446942,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-A:LILRB2","Monocytes_Monocytes","HLA-A:LILRB2",3479,20992,3479,20992,10.0653183627306,7.55392025143143,0,0,0,0,-0.287029022161786,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-B:LILRA1","Monocytes_Monocytes","HLA-B:LILRA1",3479,20992,3479,20992,7.76589420613394,6.37417499366914,0,0,0,0,-0.197486938607381,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-B:LILRB1","Monocytes_Monocytes","HLA-B:LILRB1",3479,20992,3479,20992,10.9605888688088,8.28189702802013,0,0,0.156,0.269366459627329,-0.280233957162609,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-B:LILRB2","Monocytes_Monocytes","HLA-B:LILRB2",3479,20992,3479,20992,14.7675131344202,11.4239007046013,0,0,0,0,-0.256721995877453,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-C:LILRA1","Monocytes_Monocytes","HLA-C:LILRA1",3479,20992,3479,20992,5.95805091215093,4.89920122094643,0,0,0,0,-0.195671223734667,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-C:LILRB1","Monocytes_Monocytes","HLA-C:LILRB1",3479,20992,3479,20992,8.40904405521479,6.36547946545676,0,0,0,0,-0.278418242289895,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-C:LILRB2","Monocytes_Monocytes","HLA-C:LILRB2",3479,20992,3479,20992,11.3297442336051,8.78042857868526,0,0,0,0,-0.254906281004738,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-DMA:CD4","Monocytes_Monocytes","HLA-DMA:CD4",3479,20992,3479,20992,1.69061753617719,1.23215438305576,0,0,0,0,-0.316329700030012,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-DMB:CD4","Monocytes_Monocytes","HLA-DMB:CD4",3479,20992,3479,20992,1.11324015349174,0.865779344131163,0,0,0,0,-0.251400022160646,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-DQB1:CD4","Monocytes_Monocytes","HLA-DQB1:CD4",3479,20992,3479,20992,1.64233880917834,1.27256824701393,0,0,0,0,-0.255084228838907,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-DRA:CD4","Monocytes_Monocytes","HLA-DRA:CD4",3479,20992,3479,20992,3.87563812926897,2.68088956167693,0,0,0,0,-0.368561662321946,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-DRB5:CD4","Monocytes_Monocytes","HLA-DRB5:CD4",3479,20992,3479,20992,2.87156884004569,1.81984714229879,0,0,0,0,-0.456106004770143,0,0,TRUE,TRUE,"DOWN",307.652655568589
"Monocytes_Monocytes_HLA-F:LILRB1","Monocytes_Monocytes","HLA-F:LILRB1",3479,20992,3479,20992,2.28609940748063,1.71392732976503,0,0,0.256,0.433000730104648,-0.288059628524242,0,0,TRUE,FALSE,"FLAT",307.652655568589
"Monocytes_Monocytes_HLA-F:LILRB2","Monocytes_Monocytes","HLA-F:LILRB2",3479,20992,3479,20992,3.08012675510834,2.36416071872108,0,0,0,0,-0.264547667239085,0,0,TRUE,TRUE,"FLAT",307.652655568589
"Monocytes_Monocytes_HMGB1:CD163","Monocytes_Monocytes","HMGB1:CD163",3479,20992,3479,20992,2.66561277923917,2.76878746665284,0,0,0,0,0.0379755195824538,0.037,0.0474709248661621,TRUE,TRUE,"FLAT",1.32357230693009
"Monocytes_Monocytes_HMGB1:HAVCR2","Monocytes_Monocytes","HMGB1:HAVCR2",3479,20992,3479,20992,1.03650725140797,0.968694659442358,0.007,0.0115613117870722,0.002,0.00382814651611126,-0.0676624746045346,0.028,0.036435124508519,TRUE,TRUE,"FLAT",1.4384797420368
"Monocytes_Monocytes_HMGB1:TLR2","Monocytes_Monocytes","HMGB1:TLR2",3479,20992,3479,20992,2.14069541973781,2.08969308092411,0,0,0,0,-0.0241135347786474,0.148,0.175200136262988,TRUE,TRUE,"FLAT",0.756465560392592
"Monocytes_Monocytes_HMGB1:TLR4","Monocytes_Monocytes","HMGB1:TLR4",3479,20992,3479,20992,1.85519098737483,1.94374586295419,0,0,0,0,0.0466293196463252,0.004,0.00562753036437247,TRUE,TRUE,"FLAT",2.24968215300557
"Monocytes_Monocytes_HP:ASGR1","Monocytes_Monocytes","HP:ASGR1",3479,20992,3479,20992,0.667757752031825,1.13608539185157,0,0,0,0,0.531418304233986,0,0,FALSE,TRUE,"UP",307.652655568589
"Monocytes_Monocytes_HP:ASGR2","Monocytes_Monocytes","HP:ASGR2",3479,20992,3479,20992,0.475875502825655,0.79844523539361,0,0,0,0,0.517510109613404,0,0,FALSE,TRUE,"UP",307.652655568589
"Monocytes_Monocytes_HP:CD163","Monocytes_Monocytes","HP:CD163",3479,20992,3479,20992,0.689162237708679,1.07029249820338,0,0,0,0,0.440210541238172,0,0,FALSE,TRUE,"UP",307.652655568589
"Monocytes_Monocytes_HP:ITGAM","Monocytes_Monocytes","HP:ITGAM",3479,20992,3479,20992,0.703252267793159,1.09957943814629,0,0,0,0,0.446967384624884,0,0,FALSE,TRUE,"UP",307.652655568589
"Monocytes_Monocytes_HP:ITGB2","Monocytes_Monocytes","HP:ITGB2",3479,20992,3479,20992,1.93245109879489,2.88351059424896,0,0,0,0,0.400219311634881,0,0,FALSE,TRUE,"FLAT",307.652655568589
